eta,alt,delta,method,bet,allocation,stopping_time
"[0.5, 0.5]",0.65,0.5,product,smooth_predictable,predictable_kelly,12
"[0.25, 0.75]",0.65,0.5,product,smooth_predictable,predictable_kelly,22
"[0, 1]",0.68,0.0,product,fixed,round_robin,39
"[1, 0]",0.68,0.0,product,fixed,round_robin,44
"[0.5, 0.5]",0.68,0.0,product,fixed,round_robin,24
"[0.5, 0.5]",0.68,0.0,product,fixed,round_robin,24
"[0, 1]",0.68,0.0,product,fixed,larger_means,39
"[1, 0]",0.68,0.0,product,fixed,larger_means,44
"[0.5, 0.5]",0.68,0.0,product,fixed,larger_means,24
"[0.5, 0.5]",0.68,0.0,product,fixed,larger_means,24
"[0, 1]",0.68,0.0,product,fixed,predictable_kelly,13
"[1, 0]",0.68,0.0,product,fixed,predictable_kelly,13
"[0.5, 0.5]",0.68,0.0,product,fixed,predictable_kelly,24
"[0.5, 0.5]",0.68,0.0,product,fixed,predictable_kelly,24
"[0, 1]",0.68,0.0,product,agrapa,round_robin,9
"[1, 0]",0.68,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.68,0.0,product,agrapa,round_robin,17
"[0.5, 0.5]",0.68,0.0,product,agrapa,round_robin,17
"[0, 1]",0.68,0.0,product,agrapa,larger_means,9
"[1, 0]",0.68,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.68,0.0,product,agrapa,larger_means,17
"[0.5, 0.5]",0.68,0.0,product,agrapa,larger_means,17
"[0, 1]",0.68,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.68,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.68,0.0,product,agrapa,predictable_kelly,17
"[0.5, 0.5]",0.68,0.0,product,agrapa,predictable_kelly,17
"[0, 1]",0.68,0.0,product,smooth_predictable,round_robin,11
"[1, 0]",0.68,0.0,product,smooth_predictable,round_robin,12
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,round_robin,19
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,round_robin,19
"[0, 1]",0.68,0.0,product,smooth_predictable,larger_means,11
"[1, 0]",0.68,0.0,product,smooth_predictable,larger_means,12
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,larger_means,19
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,larger_means,19
"[0, 1]",0.68,0.0,product,smooth_predictable,predictable_kelly,9
"[1, 0]",0.68,0.0,product,smooth_predictable,predictable_kelly,9
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,predictable_kelly,19
"[0.5, 0.5]",0.68,0.0,product,smooth_predictable,predictable_kelly,19
"[0, 1]",0.68,0.1,product,fixed,round_robin,35
"[1, 0]",0.68,0.1,product,fixed,round_robin,54
"[0.5, 0.5]",0.68,0.1,product,fixed,round_robin,24
"[0.45, 0.55]",0.68,0.1,product,fixed,round_robin,24
"[0, 1]",0.68,0.1,product,fixed,larger_means,87
"[1, 0]",0.68,0.1,product,fixed,larger_means,9
"[0.5, 0.5]",0.68,0.1,product,fixed,larger_means,20
"[0.45, 0.55]",0.68,0.1,product,fixed,larger_means,24
"[0, 1]",0.68,0.1,product,fixed,predictable_kelly,13
"[1, 0]",0.68,0.1,product,fixed,predictable_kelly,13
"[0.5, 0.5]",0.68,0.1,product,fixed,predictable_kelly,21
"[0.45, 0.55]",0.68,0.1,product,fixed,predictable_kelly,24
"[0, 1]",0.68,0.1,product,agrapa,round_robin,9
"[1, 0]",0.68,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.68,0.1,product,agrapa,round_robin,18
"[0.45, 0.55]",0.68,0.1,product,agrapa,round_robin,17
"[0, 1]",0.68,0.1,product,agrapa,larger_means,55
"[1, 0]",0.68,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.68,0.1,product,agrapa,larger_means,13
"[0.45, 0.55]",0.68,0.1,product,agrapa,larger_means,17
"[0, 1]",0.68,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.68,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.68,0.1,product,agrapa,predictable_kelly,16
"[0.45, 0.55]",0.68,0.1,product,agrapa,predictable_kelly,17
"[0, 1]",0.68,0.1,product,smooth_predictable,round_robin,11
"[1, 0]",0.68,0.1,product,smooth_predictable,round_robin,12
"[0.5, 0.5]",0.68,0.1,product,smooth_predictable,round_robin,19
"[0.45, 0.55]",0.68,0.1,product,smooth_predictable,round_robin,19
"[0, 1]",0.68,0.1,product,smooth_predictable,larger_means,70
"[1, 0]",0.68,0.1,product,smooth_predictable,larger_means,6
"[0.5, 0.5]",0.68,0.1,product,smooth_predictable,larger_means,15
"[0.45, 0.55]",0.68,0.1,product,smooth_predictable,larger_means,18
"[0, 1]",0.68,0.1,product,smooth_predictable,predictable_kelly,9
"[1, 0]",0.68,0.1,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.68,0.1,product,smooth_predictable,predictable_kelly,16
"[0.45, 0.55]",0.68,0.1,product,smooth_predictable,predictable_kelly,19
"[0, 1]",0.68,0.5,product,fixed,round_robin,27
"[1, 0]",0.68,0.5,product,fixed,round_robin,100
"[0.5, 0.5]",0.68,0.5,product,fixed,round_robin,28
"[0.25, 0.75]",0.68,0.5,product,fixed,round_robin,24
"[0, 1]",0.68,0.5,product,fixed,larger_means,71
"[1, 0]",0.68,0.5,product,fixed,larger_means,8
"[0.5, 0.5]",0.68,0.5,product,fixed,larger_means,12
"[0.25, 0.75]",0.68,0.5,product,fixed,larger_means,24
"[0, 1]",0.68,0.5,product,fixed,predictable_kelly,15
"[1, 0]",0.68,0.5,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.68,0.5,product,fixed,predictable_kelly,15
"[0.25, 0.75]",0.68,0.5,product,fixed,predictable_kelly,24
"[0, 1]",0.68,0.5,product,agrapa,round_robin,9
"[1, 0]",0.68,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.68,0.5,product,agrapa,round_robin,16
"[0.25, 0.75]",0.68,0.5,product,agrapa,round_robin,14
"[0, 1]",0.68,0.5,product,agrapa,larger_means,55
"[1, 0]",0.68,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.68,0.5,product,agrapa,larger_means,9
"[0.25, 0.75]",0.68,0.5,product,agrapa,larger_means,21
"[0, 1]",0.68,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.68,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.68,0.5,product,agrapa,predictable_kelly,12
"[0.25, 0.75]",0.68,0.5,product,agrapa,predictable_kelly,11
"[0, 1]",0.68,0.5,product,smooth_predictable,round_robin,15
"[1, 0]",0.68,0.5,product,smooth_predictable,round_robin,10
"[0.5, 0.5]",0.68,0.5,product,smooth_predictable,round_robin,18
"[0.25, 0.75]",0.68,0.5,product,smooth_predictable,round_robin,19
"[0, 1]",0.68,0.5,product,smooth_predictable,larger_means,64
"[1, 0]",0.68,0.5,product,smooth_predictable,larger_means,5
"[0.5, 0.5]",0.68,0.5,product,smooth_predictable,larger_means,9
"[0.25, 0.75]",0.68,0.5,product,smooth_predictable,larger_means,19
"[0, 1]",0.68,0.5,product,smooth_predictable,predictable_kelly,10
"[1, 0]",0.68,0.5,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.68,0.5,product,smooth_predictable,predictable_kelly,11
"[0.25, 0.75]",0.68,0.5,product,smooth_predictable,predictable_kelly,18
"[0, 1]",0.7,0.0,product,fixed,round_robin,33
"[1, 0]",0.7,0.0,product,fixed,round_robin,36
"[0.5, 0.5]",0.7,0.0,product,fixed,round_robin,22
"[0.5, 0.5]",0.7,0.0,product,fixed,round_robin,22
"[0, 1]",0.7,0.0,product,fixed,larger_means,33
"[1, 0]",0.7,0.0,product,fixed,larger_means,36
"[0.5, 0.5]",0.7,0.0,product,fixed,larger_means,22
"[0.5, 0.5]",0.7,0.0,product,fixed,larger_means,22
"[0, 1]",0.7,0.0,product,fixed,predictable_kelly,12
"[1, 0]",0.7,0.0,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.7,0.0,product,fixed,predictable_kelly,22
"[0.5, 0.5]",0.7,0.0,product,fixed,predictable_kelly,22
"[0, 1]",0.7,0.0,product,agrapa,round_robin,9
"[1, 0]",0.7,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.7,0.0,product,agrapa,round_robin,16
"[0.5, 0.5]",0.7,0.0,product,agrapa,round_robin,16
"[0, 1]",0.7,0.0,product,agrapa,larger_means,9
"[1, 0]",0.7,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.7,0.0,product,agrapa,larger_means,16
"[0.5, 0.5]",0.7,0.0,product,agrapa,larger_means,16
"[0, 1]",0.7,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.7,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.7,0.0,product,agrapa,predictable_kelly,16
"[0.5, 0.5]",0.7,0.0,product,agrapa,predictable_kelly,16
"[0, 1]",0.7,0.0,product,smooth_predictable,round_robin,11
"[1, 0]",0.7,0.0,product,smooth_predictable,round_robin,12
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,round_robin,17
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,round_robin,17
"[0, 1]",0.7,0.0,product,smooth_predictable,larger_means,11
"[1, 0]",0.7,0.0,product,smooth_predictable,larger_means,12
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,larger_means,17
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,larger_means,17
"[0, 1]",0.7,0.0,product,smooth_predictable,predictable_kelly,8
"[1, 0]",0.7,0.0,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,predictable_kelly,17
"[0.5, 0.5]",0.7,0.0,product,smooth_predictable,predictable_kelly,17
"[0, 1]",0.7,0.1,product,fixed,round_robin,29
"[1, 0]",0.7,0.1,product,fixed,round_robin,44
"[0.5, 0.5]",0.7,0.1,product,fixed,round_robin,22
"[0.45, 0.55]",0.7,0.1,product,fixed,round_robin,22
"[0, 1]",0.7,0.1,product,fixed,larger_means,84
"[1, 0]",0.7,0.1,product,fixed,larger_means,9
"[0.5, 0.5]",0.7,0.1,product,fixed,larger_means,18
"[0.45, 0.55]",0.7,0.1,product,fixed,larger_means,22
"[0, 1]",0.7,0.1,product,fixed,predictable_kelly,13
"[1, 0]",0.7,0.1,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.7,0.1,product,fixed,predictable_kelly,19
"[0.45, 0.55]",0.7,0.1,product,fixed,predictable_kelly,22
"[0, 1]",0.7,0.1,product,agrapa,round_robin,9
"[1, 0]",0.7,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.7,0.1,product,agrapa,round_robin,17
"[0.45, 0.55]",0.7,0.1,product,agrapa,round_robin,16
"[0, 1]",0.7,0.1,product,agrapa,larger_means,55
"[1, 0]",0.7,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.7,0.1,product,agrapa,larger_means,12
"[0.45, 0.55]",0.7,0.1,product,agrapa,larger_means,15
"[0, 1]",0.7,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.7,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.7,0.1,product,agrapa,predictable_kelly,16
"[0.45, 0.55]",0.7,0.1,product,agrapa,predictable_kelly,15
"[0, 1]",0.7,0.1,product,smooth_predictable,round_robin,11
"[1, 0]",0.7,0.1,product,smooth_predictable,round_robin,12
"[0.5, 0.5]",0.7,0.1,product,smooth_predictable,round_robin,17
"[0.45, 0.55]",0.7,0.1,product,smooth_predictable,round_robin,17
"[0, 1]",0.7,0.1,product,smooth_predictable,larger_means,68
"[1, 0]",0.7,0.1,product,smooth_predictable,larger_means,6
"[0.5, 0.5]",0.7,0.1,product,smooth_predictable,larger_means,14
"[0.45, 0.55]",0.7,0.1,product,smooth_predictable,larger_means,17
"[0, 1]",0.7,0.1,product,smooth_predictable,predictable_kelly,9
"[1, 0]",0.7,0.1,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.7,0.1,product,smooth_predictable,predictable_kelly,15
"[0.45, 0.55]",0.7,0.1,product,smooth_predictable,predictable_kelly,17
"[0, 1]",0.7,0.5,product,fixed,round_robin,23
"[1, 0]",0.7,0.5,product,fixed,round_robin,100
"[0.5, 0.5]",0.7,0.5,product,fixed,round_robin,24
"[0.25, 0.75]",0.7,0.5,product,fixed,round_robin,22
"[0, 1]",0.7,0.5,product,fixed,larger_means,67
"[1, 0]",0.7,0.5,product,fixed,larger_means,8
"[0.5, 0.5]",0.7,0.5,product,fixed,larger_means,12
"[0.25, 0.75]",0.7,0.5,product,fixed,larger_means,22
"[0, 1]",0.7,0.5,product,fixed,predictable_kelly,14
"[1, 0]",0.7,0.5,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.7,0.5,product,fixed,predictable_kelly,14
"[0.25, 0.75]",0.7,0.5,product,fixed,predictable_kelly,22
"[0, 1]",0.7,0.5,product,agrapa,round_robin,9
"[1, 0]",0.7,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.7,0.5,product,agrapa,round_robin,14
"[0.25, 0.75]",0.7,0.5,product,agrapa,round_robin,13
"[0, 1]",0.7,0.5,product,agrapa,larger_means,55
"[1, 0]",0.7,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.7,0.5,product,agrapa,larger_means,8
"[0.25, 0.75]",0.7,0.5,product,agrapa,larger_means,19
"[0, 1]",0.7,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.7,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.7,0.5,product,agrapa,predictable_kelly,11
"[0.25, 0.75]",0.7,0.5,product,agrapa,predictable_kelly,11
"[0, 1]",0.7,0.5,product,smooth_predictable,round_robin,13
"[1, 0]",0.7,0.5,product,smooth_predictable,round_robin,10
"[0.5, 0.5]",0.7,0.5,product,smooth_predictable,round_robin,16
"[0.25, 0.75]",0.7,0.5,product,smooth_predictable,round_robin,17
"[0, 1]",0.7,0.5,product,smooth_predictable,larger_means,61
"[1, 0]",0.7,0.5,product,smooth_predictable,larger_means,5
"[0.5, 0.5]",0.7,0.5,product,smooth_predictable,larger_means,9
"[0.25, 0.75]",0.7,0.5,product,smooth_predictable,larger_means,17
"[0, 1]",0.7,0.5,product,smooth_predictable,predictable_kelly,10
"[1, 0]",0.7,0.5,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.7,0.5,product,smooth_predictable,predictable_kelly,11
"[0.25, 0.75]",0.7,0.5,product,smooth_predictable,predictable_kelly,17
"[0, 1]",0.75,0.0,product,fixed,round_robin,23
"[1, 0]",0.75,0.0,product,fixed,round_robin,26
"[0.5, 0.5]",0.75,0.0,product,fixed,round_robin,18
"[0.5, 0.5]",0.75,0.0,product,fixed,round_robin,18
"[0, 1]",0.75,0.0,product,fixed,larger_means,23
"[1, 0]",0.75,0.0,product,fixed,larger_means,26
"[0.5, 0.5]",0.75,0.0,product,fixed,larger_means,18
"[0.5, 0.5]",0.75,0.0,product,fixed,larger_means,18
"[0, 1]",0.75,0.0,product,fixed,predictable_kelly,12
"[1, 0]",0.75,0.0,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.75,0.0,product,fixed,predictable_kelly,18
"[0.5, 0.5]",0.75,0.0,product,fixed,predictable_kelly,18
"[0, 1]",0.75,0.0,product,agrapa,round_robin,9
"[1, 0]",0.75,0.0,product,agrapa,round_robin,10
"[0.5, 0.5]",0.75,0.0,product,agrapa,round_robin,14
"[0.5, 0.5]",0.75,0.0,product,agrapa,round_robin,14
"[0, 1]",0.75,0.0,product,agrapa,larger_means,9
"[1, 0]",0.75,0.0,product,agrapa,larger_means,10
"[0.5, 0.5]",0.75,0.0,product,agrapa,larger_means,14
"[0.5, 0.5]",0.75,0.0,product,agrapa,larger_means,14
"[0, 1]",0.75,0.0,product,agrapa,predictable_kelly,8
"[1, 0]",0.75,0.0,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.75,0.0,product,agrapa,predictable_kelly,14
"[0.5, 0.5]",0.75,0.0,product,agrapa,predictable_kelly,14
"[0, 1]",0.75,0.0,product,smooth_predictable,round_robin,9
"[1, 0]",0.75,0.0,product,smooth_predictable,round_robin,10
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,round_robin,14
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,round_robin,14
"[0, 1]",0.75,0.0,product,smooth_predictable,larger_means,9
"[1, 0]",0.75,0.0,product,smooth_predictable,larger_means,10
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,larger_means,14
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,larger_means,14
"[0, 1]",0.75,0.0,product,smooth_predictable,predictable_kelly,8
"[1, 0]",0.75,0.0,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,predictable_kelly,14
"[0.5, 0.5]",0.75,0.0,product,smooth_predictable,predictable_kelly,14
"[0, 1]",0.75,0.1,product,fixed,round_robin,21
"[1, 0]",0.75,0.1,product,fixed,round_robin,28
"[0.5, 0.5]",0.75,0.1,product,fixed,round_robin,18
"[0.45, 0.55]",0.75,0.1,product,fixed,round_robin,18
"[0, 1]",0.75,0.1,product,fixed,larger_means,77
"[1, 0]",0.75,0.1,product,fixed,larger_means,8
"[0.5, 0.5]",0.75,0.1,product,fixed,larger_means,16
"[0.45, 0.55]",0.75,0.1,product,fixed,larger_means,18
"[0, 1]",0.75,0.1,product,fixed,predictable_kelly,12
"[1, 0]",0.75,0.1,product,fixed,predictable_kelly,12
"[0.5, 0.5]",0.75,0.1,product,fixed,predictable_kelly,16
"[0.45, 0.55]",0.75,0.1,product,fixed,predictable_kelly,18
"[0, 1]",0.75,0.1,product,agrapa,round_robin,9
"[1, 0]",0.75,0.1,product,agrapa,round_robin,10
"[0.5, 0.5]",0.75,0.1,product,agrapa,round_robin,13
"[0.45, 0.55]",0.75,0.1,product,agrapa,round_robin,13
"[0, 1]",0.75,0.1,product,agrapa,larger_means,55
"[1, 0]",0.75,0.1,product,agrapa,larger_means,6
"[0.5, 0.5]",0.75,0.1,product,agrapa,larger_means,10
"[0.45, 0.55]",0.75,0.1,product,agrapa,larger_means,13
"[0, 1]",0.75,0.1,product,agrapa,predictable_kelly,8
"[1, 0]",0.75,0.1,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.75,0.1,product,agrapa,predictable_kelly,12
"[0.45, 0.55]",0.75,0.1,product,agrapa,predictable_kelly,13
"[0, 1]",0.75,0.1,product,smooth_predictable,round_robin,9
"[1, 0]",0.75,0.1,product,smooth_predictable,round_robin,10
"[0.5, 0.5]",0.75,0.1,product,smooth_predictable,round_robin,14
"[0.45, 0.55]",0.75,0.1,product,smooth_predictable,round_robin,14
"[0, 1]",0.75,0.1,product,smooth_predictable,larger_means,65
"[1, 0]",0.75,0.1,product,smooth_predictable,larger_means,5
"[0.5, 0.5]",0.75,0.1,product,smooth_predictable,larger_means,12
"[0.45, 0.55]",0.75,0.1,product,smooth_predictable,larger_means,14
"[0, 1]",0.75,0.1,product,smooth_predictable,predictable_kelly,8
"[1, 0]",0.75,0.1,product,smooth_predictable,predictable_kelly,8
"[0.5, 0.5]",0.75,0.1,product,smooth_predictable,predictable_kelly,13
"[0.45, 0.55]",0.75,0.1,product,smooth_predictable,predictable_kelly,14
"[0, 1]",0.75,0.5,product,fixed,round_robin,19
"[1, 0]",0.75,0.5,product,fixed,round_robin,68
"[0.5, 0.5]",0.75,0.5,product,fixed,round_robin,20
"[0.25, 0.75]",0.75,0.5,product,fixed,round_robin,18
"[0, 1]",0.75,0.5,product,fixed,larger_means,60
"[1, 0]",0.75,0.5,product,fixed,larger_means,8
"[0.5, 0.5]",0.75,0.5,product,fixed,larger_means,11
"[0.25, 0.75]",0.75,0.5,product,fixed,larger_means,18
"[0, 1]",0.75,0.5,product,fixed,predictable_kelly,13
"[1, 0]",0.75,0.5,product,fixed,predictable_kelly,11
"[0.5, 0.5]",0.75,0.5,product,fixed,predictable_kelly,13
"[0.25, 0.75]",0.75,0.5,product,fixed,predictable_kelly,18
"[0, 1]",0.75,0.5,product,agrapa,round_robin,9
"[1, 0]",0.75,0.5,product,agrapa,round_robin,10
"[0.5, 0.5]",0.75,0.5,product,agrapa,round_robin,14
"[0.25, 0.75]",0.75,0.5,product,agrapa,round_robin,12
"[0, 1]",0.75,0.5,product,agrapa,larger_means,55
"[1, 0]",0.75,0.5,product,agrapa,larger_means,6
"[0.5, 0.5]",0.75,0.5,product,agrapa,larger_means,8
"[0.25, 0.75]",0.75,0.5,product,agrapa,larger_means,16
"[0, 1]",0.75,0.5,product,agrapa,predictable_kelly,8
"[1, 0]",0.75,0.5,product,agrapa,predictable_kelly,8
"[0.5, 0.5]",0.75,0.5,product,agrapa,predictable_kelly,11
"[0.25, 0.75]",0.75,0.5,product,agrapa,predictable_kelly,10
"[0, 1]",0.75,0.5,product,smooth_predictable,round_robin,11
"[1, 0]",0.75,0.5,product,smooth_predictable,round_robin,10
"[0.5, 0.5]",0.75,0.5,product,smooth_predictable,round_robin,14
"[0.25, 0.75]",0.75,0.5,product,smooth_predictable,round_robin,14
"[0, 1]",0.75,0.5,product,smooth_predictable,larger_means,56
"[1, 0]",0.75,0.5,product,smooth_predictable,larger_means,5
"[0.5, 0.5]",0.75,0.5,product,smooth_predictable,larger_means,8
"[0.25, 0.75]",0.75,0.5,product,smooth_predictable,larger_means,14
"[0, 1]",0.75,0.5,product,smooth_predictable,predictable_kelly,9
"[1, 0]",0.75,0.5,product,smooth_predictable,predictable_kelly,7
"[0.5, 0.5]",0.75,0.5,product,smooth_predictable,predictable_kelly,10
"[0.25, 0.75]",0.75,0.5,product,smooth_predictable,predictable_kelly,14
